"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Other","SFY 2005-2006","4 to 6 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Relative Foster Care",1,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","In State","Total",3,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Group Home",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Shelter",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Special Study",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","4 to 6 Years","Out of State","Total",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Foster Care",1,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Relative Foster Care",2,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","In State","Total",3,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Residential Treatment Center",1,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","7 to 12 Years","Out of State","Total",1,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Connecticut Juvenile Training School",51,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Foster Care",6,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Group Home",7,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Relative Foster Care",6,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Residential Treatment Center",115,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Solnit Center",1,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","In State","Total",187,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Residential Treatment Center",15,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2005-2006","Total","Out of State","Total",15,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Group Home",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","High Meadows",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Independent Living",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Relative Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Shelter",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Solnit Center",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Special Study",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","In State","Total",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Group Home",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Relative Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Residential Treatment Center",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Shelter",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Solnit Center",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Special Study",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Therapeutic Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2005-2006","Unknown","Out of State","Total",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Foster Care",1,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Group Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","High Meadows",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Independent Living",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","PDC or Safe Home",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Relative Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Residential Treatment Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Shelter",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Solnit Center",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Special Study",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","In State","Total",2,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","Connecticut Juvenile Training School",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","Foster Care",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","Group Home",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","High Meadows",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","Independent Living",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","Medical or Psychiatric Hospital Placement",-6666,"Number","Children in Placement"
"Other","SFY 2006-2007","0 to 3 Years","Out of State","PDC or Safe Home",-6666,"Number","Children in Placement"
